"hour","datetime","funny_total","funny_online","askscience_total","askscience_online","TodayILearned_total","TodayILearned_online","gonewild_total","gonewild_online","firstworldanarchists_total","firstworldanarchists_online","buildapc_total","buildapc_online","dataisbeautiful_total","dataisbeautiful_online","calvinandhobbes_total","calvinandhobbes_online","sixworldstories_total","sixworldstories_online","ExplainLikeIAmA_total","ExplainLikeIAmA_online"
"1490","3/4 2:0","5461400","32798","2088371","2669","5145442","6940","567431","3659","193305","326","185835","784","161192","278","76465","41","19031","24","86106","77"
"1491","3/4 3:0","5461709","31728","2088700","2566","5145767","6100","567443","3846","193306","250","185755","784","161204","301","76465","30","19034","25","86109","91"
"1492","3/4 4:0","5462111","32738","2089110","2379","5146177","5813","567464","4800","193300","238","185859","658","161215","272","76461","43","19033","18","86109","73"
"1493","3/4 5:0","5462484","27782","2089492","2168","5146559","5513","567521","4902","193311","165","185877","649","161233","252","76462","41","19035","17","86113","78"
"1494","3/4 6:0","5462800","24069","2089823","1749","5146901","5326","567566","4707","193316","151","185889","501","161241","169","76463","24","19037","11","86113","64"
"1495","3/4 7:0","5463059","16084","2090115","1517","5147191","5790","567597","3858","193317","121","185894","432","161243","117","76464","20","19039","12","86112","48"
"1496","3/4 8:0","5463306","12094","2090365","1221","5147449","6530","567624","2957","193322","97","185907","361","161248","94","76466","13","19039","14","86116","59"
"1497","3/4 9:0","5463494","9686","2090571","985","5147640","5078","567648","2231","193322","84","185912","319","161250","70","76469","24","19040","10","86117","36"
"1498","3/4 10:0","5463686","8268","2090771","867","5147835","3984","567666","1892","193326","58","185913","275","161252","71","76470","15","19040","3","86119","25"
"1499","3/4 11:0","5464014","8164","2091111","838","5148178","4361","567681","1873","193325","58","185917","290","161256","76","76472","21","19039","9","86119","33"
"1500","3/4 12:0","5464646","9226","2091738","931","5148810","5380","567695","2182","193323","68","185924","315","161259","75","76473","28","19039","11","86119","37"
"1501","3/4 13:0","5464966","11268","2092064","977","5149142","5799","567705","2627","193327","96","185930","354","161263","94","76474","22","19039","11","86122","43"
"1502","3/4 14:0","5465273","16215","2092381","1181","5149463","5113","567729","2972","193329","65","185935","408","161267","101","76476","44","19038","18","86120","43"
"1504","3/4 16:0","5466645","17540","2093790","1791","5150877","5821","567751","3401","193334","100","185954","543","161278","126","76477","93","19039","7","86121","45"
"1505","3/4 17:0","5467460","22376","2094635","4316","5151714","8000","567753","3140","193337","137","185985","642","161288","236","76478","102","19040","14","86117","54"
"1506","3/4 18:0","5468206","24036","2095392","3974","5152468","9817","567765","3308","193332","196","186010","727","161293","376","76478","73","19040","16","86117","44"
"1507","3/4 19:0","5469041","29726","2096240","4268","5153310","9120","567792","3661","193336","212","186022","720","161299","347","76482","61","19042","7","86118","52"
"1508","3/4 20:0","5469371","29606","2096592","3596","5153651","6411","567813","3428","193338","177","186033","644","161305","313","76483","60","19042","12","86117","77"
"1509","3/4 21:0","5469730","29807","2096953","3792","5154024","5421","567852","3470","193343","179","186053","666","161317","296","76484","40","19042","17","86119","79"
"1510","3/4 22:0","5470108","31310","2097340","3630","5154419","5286","567892","3787","193349","190","186063","709","161327","289","76482","33","19042","13","86120","91"
"1511","3/4 23:0","5470508","28032","2097737","3341","5154837","4732","567916","3864","193351","180","186076","589","161334","233","76483","34","19042","17","86120","116"
"1512","3/5 0:0","5470918","30616","2098173","2800","5155276","4590","567953","3729","193361","160","186091","614","161341","217","76484","38","19042","21","86121","104"
"1513","3/5 1:0","5471291","29364","2098586","2873","5155698","4853","567970","3589","193368","117","186103","595","161347","219","76484","36","19043","19","86121","91"
"1514","3/5 2:0","5471681","25329","2098985","2710","5156109","5941","567996","3862","193376","136","186118","602","161353","202","76486","36","19044","15","86123","93"
"1515","3/5 3:0","5472149","25084","2099473","2563","5156596","8746","568018","3988","191649","268","185755","784","161360","208","76489","33","19045","19","86123","111"
"1516","3/5 4:0","5472569","26151","2099896","2150","5157055","9559","568056","4092","193390","106","186140","608","161372","204","76491","41","19047","21","86123","83"
"1517","3/5 5:0","5472961","25426","2100310","1822","5157465","9692","568081","4151","193393","88","186157","564","161378","181","76492","61","19049","21","86129","90"
"1518","3/5 6:0","5473310","17323","2100672","1555","5157819","9623","568111","3744","193392","88","186160","548","161389","144","76490","68","19051","25","86127","77"
"1519","3/5 7:0","5473587","15631","2100959","1346","5158116","7855","568143","3085","193399","64","186161","486","161394","137","76489","44","19055","17","86128","61"
"1520","3/5 8:0","5473880","12382","2101259","1118","5158408","6441","568163","2560","193405","80","186165","446","161402","100","76490","32","19057","17","86129","53"
"1521","3/5 9:0","5474118","10007","2101507","918","5158654","5076","568179","1892","193412","60","186169","359","161413","105","76490","25","19057","11","86129","41"
"1522","3/5 10:0","5474281","8618","2101669","770","5158818","4232","568207","1563","193410","35","186174","348","161417","79","76490","17","19056","14","86129","28"
"1523","3/5 11:0","5474400","8621","2101804","661","5158944","4017","568220","1507","193413","55","186175","311","161422","69","76490","21","19056","7","86131","31"
"1524","3/5 12:0","5474568","10563","2101960","774","5159107","4904","568223","1783","193415","64","186181","406","161427","94","76491","22","19057","13","86131","30"
"1525","3/5 13:0","5474802","12965","2102209","880","5159361","5683","568228","2200","193415","71","186184","632","161430","102","76490","29","19057","8","86131","43"
"1526","3/5 14:0","5475007","15798","2102428","1011","5159575","6985","568233","2314","193412","77","186194","777","161433","141","76488","33","19057","12","86130","35"
"1527","3/5 15:0","5475251","18701","2102674","1353","5159840","6900","568232","2651","193420","96","186198","884","161439","290","76489","47","19057","9","86127","55"
"1528","3/5 16:0","5475572","18248","2103005","4170","5160175","6936","568251","2880","193422","98","185755","784","161446","308","76491","45","19057","17","86126","80"
"1529","3/5 17:0","5475926","23745","2103367","4651","5160556","7036","568270","2902","193431","109","186254","940","161478","343","76493","48","19057","13","86138","102"
"1530","3/5 18:0","5476283","23783","2103733","3301","5160937","6208","568278","2617","193432","84","186291","884","161512","292","76492","39","19059","17","86144","80"
"1531","3/5 19:0","5476626","23495","2104085","3404","5161280","6491","568284","2681","193435","73","186352","841","161544","279","76493","31","19061","21","86154","121"
"1532","3/5 20:0","5476955","25119","2104429","3617","5161648","9366","568299","2841","193443","68","186410","907","161570","314","76495","43","19062","24","86162","110"
"1533","3/5 21:0","5477301","26036","2104791","4041","5162016","9590","568328","2965","193446","91","186451","895","161590","272","76498","49","19063","24","86185","131"
"1534","3/5 22:0","5477743","23920","2105239","3674","5162474","8238","568373","3096","193455","87","186508","887","161606","299","76497","45","19064","20","86213","117"
"1535","3/5 23:0","5478107","22650","2105610","3590","5162851","7218","568402","3199","193454","94","186559","849","161627","270","76501","43","19066","16","86236","139"
"1536","3/6 0:0","5478490","21308","2106007","3393","5163239","9054","568417","3192","193457","119","186601","775","161645","285","76505","46","19067","8","86255","125"
"1537","3/6 1:0","5478879","26249","2106411","2877","5163647","9197","568431","3147","193459","129","186650","779","161662","301","76505","52","19067","22","86270","125"
"1538","3/6 2:0","5479217","26871","2106745","3051","5164010","7592","568448","3086","193464","119","186680","782","161677","266","76510","36","19066","16","86285","113"
"1539","3/6 3:0","5479584","26030","2107139","2903","5164410","8055","568470","3314","193470","148","186697","840","161692","291","76516","52","19066","18","86294","97"
"1540","3/6 4:0","5479917","27247","2107470","2822","5164751","9080","568499","3687","193481","150","186716","793","161707","318","76524","63","19065","21","86297","101"
"1541","3/6 5:0","5480234","26298","2107829","2856","5165113","9182","568512","3738","193483","144","186732","757","161718","300","76524","44","19064","27","86299","76"
"1542","3/6 6:0","5480489","21491","2108084","2400","5165367","7383","568523","3517","193490","139","186743","748","161730","312","76531","30","19068","31","86304","76"
"1543","3/6 7:0","5480742","17377","2108346","1960","5165630","6131","568547","3072","193496","124","186746","602","161737","267","76533","31","19067","9","86305","56"
"1544","3/6 8:0","5480953","14726","2108553","1588","5165836","5069","568556","2584","193503","109","186747","493","161744","206","76535","21","19069","15","86306","37"
"1545","3/6 9:0","5481151","11459","2108753","1309","5166039","4152","568576","1986","193513","78","186759","379","161748","183","76539","21","19072","9","86308","36"
"1546","3/6 10:0","5481294","9962","2108896","1125","5166191","3476","568572","1623","193520","51","186768","305","161752","168","76542","7","19071","11","86312","31"
"1548","3/6 12:0","5481615","11748","2109208","1190","5166510","4237","568593","1828","193527","69","186787","345","161760","185","76543","16","19070","19","86313","39"
"1549","3/6 13:0","5481777","14756","2109367","1421","5166675","4906","568603","2397","193527","71","186795","394","161766","237","76543","14","19071","11","86314","43"
"1550","3/6 14:0","5481966","17053","2109573","1910","5166875","4713","568602","2496","193528","74","186805","479","161771","221","76543","19","19071","14","86316","58"
"1551","3/6 15:0","5482225","17231","2109833","3092","5167137","5188","568605","2790","193536","98","186815","572","161783","244","76544","26","19072","19","86313","70"
"1552","3/6 16:0","5482507","19350","2110118","3448","5167432","5603","568623","2727","193536","59","186817","670","161788","266","76543","21","19072","14","86311","81"
"1553","3/6 17:0","5482826","24151","2110432","3248","5167760","5771","568630","2875","193542","76","186821","791","161802","296","76545","23","19075","15","86315","81"
"1554","3/6 18:0","5483178","23400","2110781","2991","5168122","6992","568637","3011","193555","99","186828","845","161822","281","76545","26","19077","21","86318","88"
"1555","3/6 19:0","5483494","25705","2111098","3006","5168445","8738","568641","3059","193553","163","186832","762","161826","284","76546","27","19076","17","86317","117"
"1556","3/6 20:0","5483839","23214","2111430","2808","5168780","9883","568657","3241","193557","285","186846","721","161837","269","76548","43","19077","22","86324","138"
"1557","3/6 21:0","5484204","25450","2111825","2678","5169170","8061","568678","3428","193562","295","186856","681","161846","247","76551","48","19079","20","86370","204"
